tconst,averagerating,numvotes,directors,writers
tt1777616,4.8,139,nm1645811,"nm4182354,nm2038788,nm1645811"
tt1781777,4.6,85,nm0568081,"nm0568081,nm4191855"
tt1783710,5.4,19,nm3108153,nm2317466
tt1785563,6.8,6,nm4201549,"nm1752207,nm4201549"
tt1786665,4.8,65,nm4215931,nm4215931
tt1787054,5.8,214,nm4204584,nm4204584
tt1787828,5.5,291,nm1827614,nm1827614
tt1788440,7.3,15,nm0386312,nm0159091
tt1791506,8.7,6,nm0339105,"nm0339105,nm0727659,nm3119281"
tt1792156,5.9,12,nm1078209,"nm3904023,nm1078209"
tt1793898,6.6,5,nm0407153,nm3647185
tt1794800,8.2,5,nm1302679,nm2201689
tt1794886,6.0,2500,nm0282425,"nm1065970,nm0647284"
tt1800677,7.7,91,nm1834899,"nm0478291,nm1834899"
tt1800734,4.6,741,nm0003332,"nm4233170,nm0918092"
tt1802807,6.8,45,nm4238057,nm4238057
tt1806910,7.0,138,nm0549820,nm0549820
tt1806996,3.8,233,nm1761010,nm4037568
tt1807958,5.9,890,nm0467666,nm0467666
tt1808192,6.3,9,nm0116894,nm0116894
tt1808263,8.1,7,nm0631352,nm0277932
tt1810528,2.4,22,nm4258243,nm4257051
tt1813235,6.9,58,"nm3749622,nm3762886","nm3762886,nm3749622"
tt1815637,6.7,22,nm4261463,nm4261463
tt1817736,5.7,17,nm2551464,nm2696573
tt3560316,7.5,50,nm3961113,nm3961113
tt3562286,4.2,15,nm0822560,nm0822560
tt3562846,7.6,33,nm4516939,nm4516939
tt3564924,6.3,38,nm4544739,nm4544739
tt3570282,8.3,6,nm0546383,"nm0546383,nm4715665"
tt3572976,5.7,9,nm6331668,nm6331668
tt3573336,8.8,28,nm3791887,"nm1449609,nm3791887"
tt3574434,6.2,21,nm6333549,"nm6333553,nm5856086"
tt3574822,4.5,144,nm5060335,"nm5060335,nm8706322"
tt3576386,6.8,10,"nm6336172,nm6336174",nm6336174
tt3579082,6.2,187,nm1806027,"nm1806027,nm4266178"
tt3579688,5.9,207,nm6339809,"nm9390775,nm6339809"
tt3580552,3.6,7,nm3465006,"nm3465006,nm3806212"
tt3583614,7.3,17,nm3323825,nm3323825
tt3587066,7.2,25,nm2753166,nm2753166
tt3587696,3.1,63,nm5090040,nm2982364
tt3588492,4.1,176,nm6347981,"nm6347995,nm6347981"
tt3590482,8.5,1710,nm5008241,"nm5378778,nm2276202"
tt3591696,4.4,239,nm0776553,"nm0776553,nm2718708"
tt3592082,6.7,34,nm1401789,"nm1401789,nm6054966"
tt3593110,7.4,74,nm3392796,"nm6354294,nm3392796,nm3767564"
tt3593120,3.2,1004,nm2621891,"nm2621891,nm2676430"
tt3594268,5.8,225,nm0937034,"nm2047699,nm0937034,nm7386226"
tt3595298,4.6,15753,nm0054744,"nm0054744,nm2105422"
tt3601350,6.8,125,nm0197744,nm0197744
tt3605418,4.9,68328,nm0744834,"nm0744834,nm1240647,nm3771227,nm0653885,nm0743695"
tt3619070,4.0,864,nm1755962,"nm1755962,nm2860951,nm1837175"
tt3624630,7.7,6,"nm6385382,nm6385383","nm6385383,nm6385382"
tt3631282,3.6,145,nm6391674,nm6391674
tt3633160,6.8,5,nm6393003,nm6393003
tt3635704,7.0,36,nm1108266,nm1108266
tt3641920,8.1,8,nm2984030,nm2984030
tt3644610,5.0,134,nm0482673,nm0482673
tt3644778,7.2,24,nm0953026,nm0953026
tt3645154,4.5,82,nm0507913,nm0507913
tt3650534,3.6,233,nm2384972,nm6409359
tt3652714,4.4,138,nm2682682,"nm2682682,nm3783786"
tt3652872,4.5,12,nm6411757,"nm2195217,nm6411757"
tt3655522,6.9,6622,nm1780037,nm1780037
tt3657822,7.7,46,nm0660537,nm2012385
tt3659284,5.4,32,nm3921548,"nm6418697,nm5168255"
tt3663564,6.4,616,nm1022707,nm1022707
tt3675466,7.5,260,"nm6436112,nm0611256","nm6436112,nm0611256"
tt3677366,3.3,486,nm1119972,"nm0734840,nm2955024,nm1119972"
tt3684980,6.8,151,nm2488216,nm2488216
tt3685624,4.2,739,nm0092632,"nm1039199,nm0092632,nm1172285,nm0116737,nm0006765,nm0386246,nm0430785"
tt3686142,7.2,17,nm6446923,nm6446923
tt3687118,4.4,123,nm0493459,nm0493459
tt3688590,7.5,8,"nm2515925,nm3116008","nm2515925,nm3116008"
tt3689012,8.1,11,nm2941583,nm2941583
tt3690066,5.8,28,nm4199239,nm4199239
tt3691930,7.8,31,nm0745408,nm0745408
tt3702652,5.3,15813,nm1266897,"nm1266897,nm2033094"
tt3704420,9.1,20,nm3514791,"nm3514791,nm2803934"
tt3712514,8.7,12,"nm4144675,nm5505407","nm4144675,nm5505407,nm0878494"
tt3721954,7.6,11427,nm0909532,nm0925456
tt3723986,6.3,16,nm3657898,nm3657898
tt3727262,7.3,74,nm3233744,nm3233744
tt3727566,5.8,6,nm1960677,nm6491827
tt3728130,4.9,26,nm0910852,nm0910852
tt3737996,5.4,15,nm4425737,nm4425737
tt3738370,8.1,15,nm1235938,nm1235938
tt3738570,8.6,8,nm2961003,nm2961003
tt3742300,3.2,265,nm1093031,"nm1884976,nm6507604,nm5137314"
tt3742944,6.7,19,"nm3486353,nm0374925","nm6508226,nm3486353"
tt3743272,6.6,82,nm4089408,"nm4014668,nm4089408"
tt3746912,2.8,173,nm3605561,"nm1201734,nm10501638,nm1857023"
tt3746918,1.7,70,nm2807332,"nm2807332,nm6513037"
tt3747268,3.1,91,nm0510905,"nm4861212,nm0510905"
tt3759912,6.0,42,nm5793886,"nm5793886,nm2017703"
tt3761196,9.3,6,nm3625207,"nm6528124,nm0772296"
tt3762766,4.1,131,nm0802551,nm0802551
tt3777462,6.7,1404,nm1311684,nm1311684
tt3780208,4.4,1325,nm1898082,"nm6546947,nm1898082"
tt3784230,5.2,110,nm0876619,"nm0039748,nm0742428,nm0876619"
tt3790684,1.5,6,nm6555722,nm6555722
tt3790720,7.2,590,nm4662682,"nm0171550,nm4662682"
tt3790756,6.6,13,nm3620652,nm3620652
tt3807352,9.0,45,nm5471777,nm5471777
tt3809506,5.2,198,nm0048040,nm0048040
tt3810572,6.5,460,nm2048922,"nm1691513,nm6575981,nm2048922"
tt3811556,7.0,6,nm6576901,nm6576901
tt3813258,7.6,7,nm6578870,"nm6578870,nm6596446"
tt3813336,5.7,9,nm0134917,nm0134917
tt3814808,6.5,983,nm0792120,nm0686029
tt3816964,7.3,23,nm1339032,nm1339032
tt3817188,6.3,160,nm0591046,nm0591046
tt3827464,6.2,11,nm1780501,nm1780501
tt3828104,9.0,8,nm1390314,"nm1390314,nm1767297"
tt3831242,5.1,63,nm3162884,"nm4490918,nm3162884"
tt3835952,2.8,34,"nm0180664,nm6601961","nm1452720,nm4748700,nm5337662"
tt3837842,6.2,114,"nm1551663,nm5899150","nm0381757,nm1551663"
tt3838802,5.9,171,nm0041280,"nm0041280,nm2607692"
tt3839256,6.0,45,nm2854121,nm2854121
tt3843072,6.6,18,nm1117726,"nm1117726,nm2557736"
tt3846402,7.2,33,nm0840594,nm0840594
tt3849692,4.4,1754,"nm2437595,nm2429517","nm3742281,nm2429517,nm2437595,nm6808505"
tt3854548,8.5,22,nm0435559,nm0435559
tt3855226,6.4,17,nm3208940,nm3208940
tt3858956,8.2,6,"nm6444005,nm6444007",nm6444006
tt3867436,8.7,6,nm9677236,nm9677237
tt3869392,2.5,214,nm6451383,nm6451383
tt3876494,8.3,17,nm3068810,"nm2346101,nm2349340"
tt3877674,6.7,9172,nm0421314,nm0421314
tt3880662,7.2,5,nm3035042,nm3035042
tt3881136,5.3,43,nm3357569,"nm3357569,nm0762861"
tt3882982,2.7,14,nm0873488,"nm5779094,nm0873488"
tt3893620,5.7,378,nm4914661,nm2672655
tt3896114,6.6,14,nm2703285,nm6661775
tt3898052,8.8,42,nm6663511,nm6663511
tt3905770,7.2,6,nm0305351,"nm6679221,nm0305351"
tt3908994,7.1,19,nm4092134,"nm6674429,nm4092134"
tt3909884,6.0,369,nm1540978,"nm6675144,nm1282374"
tt3912854,7.7,6,"nm8301057,nm5485894,nm0442823","nm8616176,nm4967143"
tt3914146,8.4,7,nm6679189,nm6679189
tt3916746,6.4,242,nm6682206,"nm6682206,nm0893128"
tt3921582,7.2,12,"nm6687730,nm6687731","nm6687730,nm6687731"
tt3948370,6.4,323,nm1375125,"nm1375125,nm4498147"
tt3949568,5.2,6,nm2576248,nm1864897
tt3951732,4.7,1084,nm1944193,"nm6697909,nm1909590"
tt3954068,8.3,83,nm6700377,nm6700377
tt3954620,7.3,16,"nm3047584,nm1996075","nm3047584,nm1996075"
tt3958034,6.6,43,nm0457038,nm0457038
tt3960696,6.7,6,nm2674341,nm2674341
tt3965812,7.2,20,"nm1643943,nm6720319,nm6720321,nm5928631,nm2317372,nm5019406,nm4962610,nm5873153,nm5873154,nm3233948,nm6596407,nm6720318,nm3299707,nm3756119,nm5716506,nm4433575,nm4297565,nm6720317,nm1907470","nm3132845,nm5019406,nm1643943,nm3233948,nm5194388,nm3299707,nm5928631,nm1350110,nm2317372,nm4433575,nm6711295"
tt3970874,4.0,447,"nm2235406,nm2157271","nm2157271,nm2235406"
tt3980530,3.7,359,nm0793836,nm2153004
tt3985430,6.7,373,nm1697542,"nm1697542,nm0305584,nm5112801"
tt3986108,5.9,44,nm1932967,nm1932967
tt3991052,3.1,384,nm3385222,nm3385222
tt4009696,5.0,5,nm6747002,nm1815907
tt4030352,6.8,24,nm1669989,nm1669989
tt4035304,5.9,167,nm2357797,nm2357797
tt4041476,4.4,231,nm4258146,"nm5063099,nm0498566"
tt4042850,7.4,21,nm0613843,nm0613843
tt4044896,3.3,541,nm0253440,nm0253440
tt4045666,5.8,291,nm1331153,"nm6778570,nm1331153"
tt4045894,5.0,1012,nm3146718,"nm3146718,nm2735837"
tt4047012,8.3,15,nm1170541,"nm1170541,nm6780064"
tt4048362,8.4,5,nm0208960,nm0208960
tt4048668,6.0,3611,"nm1519639,nm1887480","nm1887480,nm1519639,nm0878494"
tt4054936,8.3,51,nm4744679,nm4744679
tt4057146,5.7,627,nm0932304,"nm5135555,nm0932304"
tt4058346,6.5,463,nm4705755,"nm6263533,nm4705755"
tt4063438,6.4,228,nm1104340,nm6068732
tt4064820,8.2,6,nm6169747,nm6169747
tt4065758,5.4,17,nm0794012,"nm5362966,nm0794012"
tt4067084,7.2,1650,nm0032714,"nm2409430,nm2559996,nm6799127"
tt4070662,2.2,17,"nm6802103,nm6802104","nm6802103,nm6802118,nm5487530,nm5186437"
tt4073670,7.1,19,nm1377689,nm1377689
tt4074114,5.1,318,nm1205568,"nm5079673,nm1205568,nm5079682,nm0497231"
tt4074454,8.7,19,"nm6805718,nm6805707",nm6805718
tt4074692,8.1,18,nm0589130,nm0589130
tt4076344,3.8,97,nm0910534,nm0910534
tt4077768,4.8,264,nm2253409,"nm2253409,nm6809560"
tt4081852,8.0,69,nm2879659,nm2879659
tt4084140,7.3,9,nm2474333,"nm7112491,nm2474333"
tt4084554,6.8,5,nm6815400,nm6815400
tt4086032,5.1,2089,nm0741262,"nm0741262,nm0791217"
tt4094820,5.3,39,nm2792110,"nm2792110,nm0667451,nm2097349,nm4426797"
tt4096608,3.7,308,nm3494613,"nm3494613,nm3526784"
tt4103470,6.1,848,nm0822597,"nm4253200,nm0822597"
tt4105522,6.6,5,nm0054672,"nm0054672,nm6830137"
tt4106304,8.1,15,nm3637067,nm3637067
tt4116284,7.3,116433,nm0003021,"nm0334381,nm0571344,nm1273099,nm2972864,nm4465847,nm0004170,nm0277730,nm0796950,nm0795975,nm0551376,nm9204083,nm9204084,nm9204085,nm4243936"
tt4120210,5.9,1714,nm0630112,"nm0630112,nm1797444"
tt4123262,7.5,121,"nm1626428,nm1632985,nm1553346",nm1626428
tt4126322,9.3,197,"nm1957250,nm1601055","nm1601055,nm1957250"
tt4126568,4.1,3102,nm4726966,"nm4726966,nm7072248"
tt4127446,7.1,46,nm1163838,nm1163838
tt4134634,5.1,57,"nm6856708,nm5471138,nm5606251","nm5607132,nm6856708,nm6856716,nm6856726"
tt4135076,6.5,928,nm3132183,nm3132183
tt4139588,6.3,55036,nm0959774,"nm0745343,nm9853356"
tt4156972,6.3,2299,nm2517301,"nm1535843,nm0514054"
tt4157728,6.9,5586,nm4678690,nm4678690
tt4168022,5.5,167,"nm2907074,nm0728317,nm1091436","nm4132113,nm1753201,nm3554896,nm0728317,nm1965374"
tt4171600,6.7,16,nm5592581,nm5592581
tt4172710,7.8,119,nm4008741,nm4008741
tt4173190,5.8,90,nm3328883,nm3328883
tt4177336,7.0,66,nm4066012,nm4066012
tt4181400,5.3,90,"nm0188027,nm2486330","nm4669962,nm4582478"
tt4183692,6.5,6070,"nm3401779,nm2296528","nm2296528,nm8188756,nm0670266,nm8188757"
tt4201522,7.0,13,nm6290405,"nm6290405,nm3774618"
tt4210112,6.7,144,"nm1390919,nm3382095","nm6922739,nm3382095"
tt4210992,5.7,823,nm3205815,"nm3205815,nm2387486"
tt4214614,6.1,35,nm3270780,"nm2982108,nm3270780"
tt4218644,5.1,19,nm2976841,"nm6929306,nm2976841"
tt4224328,7.3,278,nm1614470,nm1614470
tt4225622,6.3,46289,nm0629334,nm3929259
tt4227032,7.2,242,nm6936683,nm6936683
tt4242702,6.3,10,nm6948387,"nm6948389,nm6948387"
tt4247172,7.0,30,nm2944033,"nm6951442,nm2944033"
tt4253170,5.3,12,nm3209872,nm3209872
tt4256612,7.9,55,nm5386710,"nm0262381,nm5600390"
tt4267590,4.9,14,nm1104780,nm1104780
tt4273094,8.2,20,nm6508591,nm6508591
tt4282910,7.6,7,nm0918765,nm0918765
tt4285960,4.8,827,nm1433435,"nm0723949,nm1433435"
tt4286760,4.2,125,nm1787707,"nm1787707,nm4384181"
tt4292554,6.5,585,nm0470872,nm0470872
tt4295126,8.0,1670,nm2190024,"nm6999103,nm7055028,nm6999104,nm6999106"
tt4295992,5.2,793,nm2364318,"nm2364318,nm1699819,nm1761101"
tt4299406,4.5,161,nm2050522,"nm1985797,nm1898009,nm2092942"
tt4299774,4.9,80,nm3138626,nm3138626
tt4308652,5.4,43,nm1906442,"nm1906442,nm7014515,nm0216016"
tt4309356,8.0,6369,nm3796645,nm3796645
tt4312536,6.4,422,nm7017062,"nm4173752,nm7017062"
tt4313614,6.2,417,nm1098171,"nm1098171,nm1928581,nm1171037"
tt4314934,8.0,5,"nm7918681,nm7019060","nm7019060,nm7918681"
tt4319430,1.7,71,nm2483722,nm5689939
tt4324242,5.3,1483,nm1021563,"nm4679138,nm3097515,nm7165367,nm4909521"
tt4329420,7.0,5,"nm2024238,nm0639821","nm3892106,nm4891101,nm0639821,nm2024238"
tt4331488,7.5,17,nm2423241,"nm2423241,nm8422302,nm7042638"
tt4331970,7.2,4576,nm0029242,"nm1780037,nm0029242"
tt4332794,5.9,23,nm4880436,"nm5527037,nm5527944,nm5527504,nm4880436"
tt4334266,5.3,20781,nm3235877,nm3235877
tt4337414,7.5,3295,nm3008574,"nm7339980,nm2276202,nm1084488"
tt4353250,6.7,267,nm7050300,"nm7050300,nm8629338,nm3635307"
tt4353876,8.3,9,nm4825738,nm4825738
tt4354930,5.8,25,nm7051489,nm7051489
tt4355236,4.7,609,nm1301113,nm0537885
tt4359786,5.2,52,nm0810862,"nm3202316,nm1670494,nm0698308"
tt4369076,5.0,11,nm4167352,nm4167352
tt4377942,4.0,167,nm2995040,nm2995040
tt4379480,5.1,126,"nm2400388,nm3062127",nm3062127
tt4386356,6.2,461,nm1175497,"nm1758832,nm1175497"
tt4388230,4.7,19,"nm3986921,nm4896988",nm4896988
tt4401006,5.2,1605,nm0002076,nm0454617
tt4412042,6.9,46,nm1864837,nm1864837
tt4429372,6.0,7,nm2256637,nm2256637
tt4429814,3.6,16,nm4965529,nm4965529
tt4430270,8.1,40,nm3471583,nm7109380
tt4436394,6.4,28,nm7114157,nm7114157
tt4437574,5.1,17,nm7114804,nm7114804
tt4439178,3.7,37,nm7115907,nm7115907
tt4440508,5.3,195,nm0051206,nm0051206
tt4442604,6.5,949,nm2858296,"nm2858296,nm1879895,nm2208367"
tt4461038,6.8,106,nm2952500,nm2952500
tt4472084,8.5,22,nm4891189,nm4891189
tt4481414,7.6,82426,nm1989536,nm0002368
tt4485806,4.3,489,nm4335588,"nm8206998,nm2123360"
tt4488632,8.1,134,"nm4345610,nm4346061","nm0338266,nm4345610"
tt4500196,7.8,19,nm5325972,nm5325972
tt4503258,5.6,21,nm7171091,nm7171091
tt4505170,6.4,393,nm2577763,nm9113433
tt4510206,3.1,28,nm4663738,nm7177381
tt4512306,6.1,59,nm3789048,nm3789048
tt4513878,4.4,46,nm1694460,nm1694460
tt4515452,6.4,72,nm2745918,nm2745918
tt4523928,5.8,75,"nm5514857,nm1639750,nm1810414,nm1422237,nm1408696,nm1002494,nm2394794,nm1755493,nm2022847,nm0562071,nm3293881","nm5514857,nm3293881,nm1689712,nm7118752,nm2394794,nm5985458,nm1810414,nm1002494,nm1755493,nm1408696,nm1536172,nm1422237"
tt4537826,7.5,56,nm2969758,nm2969758
tt4541748,6.8,57,nm7207685,nm7207685
tt4543896,8.5,6,nm3106406,"nm3106406,nm7208440"
tt4548442,7.9,31,"nm1420267,nm1520157","nm0009921,nm3011071"
tt4548650,6.3,6,nm6964384,nm6964384
tt4553504,5.4,7,nm0757084,"nm7219214,nm0411693,nm1024275"
tt4558396,6.5,802,nm0076679,"nm0074203,nm0076679"
tt4568312,6.3,54,nm6648047,nm6648047
tt4572856,5.6,140,nm0514950,"nm0514950,nm7242430,nm7242431,nm7242432"
tt4573906,6.3,339,nm5950300,nm5950300
tt4575100,3.6,103,nm0044762,nm0326000
tt4575174,5.0,23,nm4195312,nm4195312
tt4578590,7.9,82,"nm7240302,nm3729687","nm7240302,nm3729687"
tt4580024,5.6,34,nm1879025,nm1879025
tt4585858,9.0,5,nm5654262,nm5654262
tt4598848,6.2,531,nm5614356,"nm7267104,nm5614356"
tt4602818,6.8,202,nm0411200,nm0411200
tt4620528,5.7,50,nm7273291,"nm7273291,nm7273296"
tt4624204,7.0,158,"nm3679400,nm7276660","nm7276660,nm3679400"
tt4624798,8.7,38,nm1240556,nm1240556
tt4626564,7.1,30,"nm7278988,nm7278989",nm7278988
tt4631532,6.8,2766,nm1532195,nm1532195
tt4633036,8.9,8,"nm0717697,nm5417719",nm0717697
tt4636252,5.7,364,nm1274464,nm0676032
tt4642702,8.5,27,nm3206324,"nm3206324,nm7484297"
tt4644382,6.9,3143,nm7291131,"nm0249897,nm7291131,nm1315809"
tt4661358,7.9,2387,nm7305785,"nm7305789,nm7305785"
tt4668860,7.0,357,nm0215286,nm0215286
tt4669816,7.3,64,"nm1228806,nm0509461","nm0509461,nm1228806"
tt4671838,7.6,8,nm7309698,nm7309698
tt4685968,3.6,282,nm7326067,nm7326067
tt4686844,7.2,63156,nm0406334,"nm0406334,nm0773768,nm2254846,nm4397668,nm1942997,nm2934300"
tt4696222,6.6,870,nm1235290,"nm7336640,nm1235290"
tt4701578,4.8,131,nm3359146,nm3359146
tt4701672,2.5,13,nm7342798,nm7342798
tt4702610,6.5,11,nm7343803,nm7343803
tt4703424,5.5,326,nm7344457,"nm1748780,nm1801747,nm7344457"
tt4711724,5.5,219,nm1552888,nm1552888
tt4711952,5.4,692,nm0117698,nm0117698
tt4714454,6.7,287,nm3504356,nm3504356
tt4718440,4.6,28,nm3168127,nm3168127
tt4728460,5.6,32,nm1703622,"nm1703622,nm7365396"
tt4734132,6.3,91,nm3337047,nm3337047
tt4742274,6.2,58,nm3452373,nm1669597
tt4746484,6.5,1680,nm1050098,"nm0684171,nm3035083,nm1050098,nm5197831"
tt4757986,6.7,69,nm7379431,nm7379431
tt4769844,7.6,8,nm7389029,"nm7389029,nm7036932"
tt4771704,6.5,343,nm2091448,nm2091448
tt4773438,5.6,238,nm2279646,"nm7392207,nm2279646"
tt4781612,6.5,37199,nm2495732,"nm4507295,nm0510907,nm2495732"
tt4790076,2.7,73,nm0658571,nm0008814
tt4790416,5.4,85,nm0158557,"nm3202316,nm8374060"
tt4791910,4.5,16,nm7405876,"nm0022794,nm7405876,nm3636597,nm5819998,nm1922451"
tt4799114,7.0,22,nm0776427,"nm0998878,nm0776427"
tt4800128,7.0,16,nm2106199,"nm3765639,nm2106199"
tt4805816,5.6,306,nm1641519,"nm1641519,nm0442450"
tt4807950,4.4,1154,nm4743469,nm3501514
tt4810964,6.2,106,nm7418954,nm7418954
tt4819560,6.7,1918,nm0227625,"nm0227625,nm2091311"
tt4834300,5.2,39,nm2769427,nm2769427
tt4840120,5.7,6,nm1125927,nm1125927
tt4841610,6.2,56,nm1910738,"nm3172793,nm1910738"
tt4841648,5.2,128,nm4975262,"nm4975262,nm7442228,nm10310528"
tt4861516,7.4,25,"nm1548697,nm3115007","nm1548697,nm3115007"
tt4868300,3.1,107,nm2910929,nm2910929
tt4870510,6.0,33,"nm1829427,nm7464667","nm7464668,nm1829427"
tt4875504,6.5,115,nm2261429,nm2261429
tt4876928,8.5,48,nm5734649,"nm5734649,nm4989677"
tt4877410,7.1,15,nm2939570,"nm2939570,nm3420683,nm3477394,nm7548967"
tt4881536,8.0,25,nm7472929,"nm7472929,nm2169824"
tt4892556,4.0,20,nm5857651,nm5857651
tt4896340,5.5,151,nm7483156,"nm2022987,nm7483156"
tt4896920,7.1,88,nm5124231,"nm5124231,nm2675624"
tt4901934,4.4,13,nm3571021,"nm8735341,nm2670473"
tt4901994,3.7,19,nm7488186,"nm7578793,nm7488186,nm7578794"
tt4907260,7.0,50,nm7491889,nm7491889
tt4908644,8.4,10556,nm1017958,nm6568618
tt4909070,8.5,8,nm6476636,nm6476636
tt4913966,5.6,12727,nm1980431,"nm5657522,nm3037068"
tt4915946,7.6,48,nm5697173,nm5697173
tt4919766,2.6,134,nm0148482,nm7342151
tt4919932,8.4,17,"nm0789288,nm0355867","nm0789288,nm5456499,nm0355867,nm6252059"
tt4920360,7.1,161,nm0467285,"nm0467285,nm0720155"
tt4935084,6.5,224,nm0728149,nm0305481
tt4937518,8.2,29,nm7045837,nm7045840
tt4937812,7.1,1607,nm4301161,"nm0352032,nm0418621,nm2493024,nm9731661"
tt4939066,6.2,3848,nm0497565,"nm3650831,nm0497565,nm2805228"
tt4944644,6.8,480,nm0899535,"nm7011823,nm0655898,nm0899535"
tt4949088,6.8,224,nm0875159,"nm0654042,nm0875159,nm0890505"
tt4960242,6.3,689,nm1249411,"nm5722963,nm1249411"
tt4966450,7.6,10,nm1244128,"nm4563232,nm7541277,nm4563413"
tt4969040,7.8,22,"nm6587853,nm7543893,nm7544296,nm2539732,nm0509975",nm7543893
tt4986830,1.0,453,nm7559075,nm7559075
tt4990602,8.8,9,nm2961543,nm2961543
tt4991590,6.6,350,nm2903575,"nm4840590,nm2903575"
tt4991906,7.0,60,nm2660910,nm4575382
tt5003038,7.7,25,nm4645964,"nm4645964,nm7568594,nm0002604"
tt5004198,8.2,24,nm7569851,nm7569851
tt5005142,4.7,14,nm7570470,nm7570470
tt5010982,4.4,277,nm3265510,"nm3265510,nm4605434"
tt5011242,6.7,822,nm5411339,nm5411339
tt5014176,3.8,5,"nm7576160,nm7576161","nm7576161,nm7576160"
tt5015664,7.2,21,nm2219057,nm2219057
tt5016538,5.3,32,nm2560181,nm2560181
tt5021222,4.3,15,nm0546006,nm0546006
tt5023260,6.6,6255,nm0671210,nm7897008
tt5027320,7.8,12,nm0951834,nm0951834
tt5033790,6.6,3211,nm1666126,"nm1666126,nm3950068"
tt5037752,5.2,11,nm1485969,nm1485969
tt5041372,5.3,9,nm2166733,nm2048769
tt5046070,6.4,149,nm0881178,"nm0092042,nm0639144,nm7651905,nm0881178"
tt5047136,8.0,36,nm6867799,nm6867799
tt5049302,6.4,1303,nm6940206,nm6940206
tt5050788,5.8,1702,nm2738818,nm2738818
tt5053108,5.5,47,nm3833276,"nm3833276,nm7607376"
tt5056352,7.4,38,nm0089502,"nm1996304,nm0089502"
tt5057854,8.2,19,"nm2205750,nm0517373",nm2205750
tt5059106,5.3,6,nm3732833,nm3732833
tt5060502,4.8,11,nm7611860,nm7611864
tt5061126,8.0,597,nm1280232,nm0639782
tt5067398,5.4,230,nm0956195,nm7617034
tt5078354,6.0,774,nm0860019,nm0860019
tt5079152,7.4,7,nm6688562,nm6688562
tt5079608,6.0,33,nm1046566,"nm2673732,nm1046566,nm0794687"
tt5086198,5.2,186,nm7104143,nm7104143
tt5087152,2.8,17,nm7674323,nm7674323
tt5090230,3.9,14,nm2144542,nm2144542
tt5091612,7.3,3478,nm0240995,"nm7634970,nm0240995,nm7634969,nm0346676,nm1171050,nm1552771"
tt5093026,7.1,32702,nm1840064,"nm3360706,nm0153508,nm0874308,nm0783913"
tt5096928,7.1,23,nm4896609,"nm9166403,nm4896609"
tt5109324,7.7,46,nm7650315,nm7650315
tt5109382,6.3,11,"nm6090862,nm8336261",nm6927230
tt5114626,7.0,7,nm1543906,nm1543906
tt5116818,6.0,6,nm1823197,nm9757766
tt5117484,3.5,414,"nm1672561,nm7629684",nm7629684
tt5119202,9.4,90,"nm6866095,nm7657445,nm2569779","nm9741809,nm2569779,nm0689168"
tt5129332,7.0,8,nm2997379,nm2997379
tt5129682,5.6,6981,nm0446539,"nm0446539,nm8316217,nm8634455,nm7977497"
tt5132610,7.1,7,nm7669707,nm7669707
tt5135130,8.3,13,"nm7671987,nm7671988",nm7671987
tt5135436,6.8,35,nm3887616,"nm3887616,nm1381487"
tt5135840,6.0,6,nm1162635,nm1162635
tt5138210,7.4,8,nm0426851,nm0426851
tt5140224,7.1,12,nm7677405,nm7677405
tt5143968,7.2,25,"nm7515586,nm5326239",nm5326239
tt5152982,6.9,28,nm0267820,"nm2515343,nm1932665"
tt5154076,5.9,62,nm0405578,"nm0405578,nm2041533"
tt5154288,5.9,5523,nm1546686,nm1546686
tt5161280,6.0,44,nm4710777,"nm4710777,nm4793638,nm4794083"
tt5167948,6.5,10,nm6013980,"nm7700846,nm7700847,nm6013980"
tt5171598,7.8,16,nm4848981,"nm4848981,nm3441187"
tt5172404,7.2,5,nm5497444,nm2078025
tt5185892,7.7,12,nm3233365,"nm7715821,nm3233365,nm7715817"
tt5189386,7.5,157,nm4649013,"nm4649013,nm0347283,nm7718260"
tt5191238,5.7,2497,nm4909815,"nm4679138,nm3097515,nm0258784,nm7165367,nm4909521,nm3708517,nm7720901"
tt5191308,4.8,64,nm3761143,nm7721059
tt5203114,3.2,13,nm1803797,nm1728127
tt5205256,5.9,236,nm0894787,"nm4552557,nm3324087,nm0894787"
tt5206098,4.1,142,nm0002337,"nm3391518,nm3395077"
tt5215606,4.3,18,nm4802653,nm4802653
tt5224644,6.7,39,"nm3859710,nm4086158,nm7750021,nm5458246,nm7750022,nm5042263,nm4923419,nm7044733,nm3248639,nm4401174,nm2465524,nm4923896","nm3859710,nm4086158,nm4661999,nm7044733,nm3248639,nm4401174,nm4923896,nm4162760"
tt5226512,6.2,2000,nm0077879,nm0069079
tt5231116,5.8,105,nm3179764,"nm3179764,nm3179792"
tt5232230,5.9,15,nm5377013,nm5377013
tt5237684,7.4,8,nm3687081,nm3687081
tt5243490,6.9,14,nm7765645,"nm0560040,nm7765645"
tt5245130,7.2,38,nm7767244,nm7767244
tt5246700,5.0,36414,nm1270033,nm4943950
tt5265708,5.1,257,nm1876813,"nm3519794,nm3380532"
tt5271792,6.0,6,nm6425161,"nm7792415,nm6425161"
tt5271906,6.0,327,nm3840278,nm3843652
tt5277224,6.6,13,nm0544836,nm0544836
tt5278806,4.3,43,nm7797810,nm1186300
tt5280954,8.3,70,nm0633542,nm0928492
tt5282462,6.6,52,nm0098439,nm0098439
tt5286250,5.0,112,nm2312927,"nm1086956,nm2312927,nm0856628"
